Index	PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	[1] C_Schulte_290621_260821_UMG_Fu_R1_1.raw.PG.Quantity	[2] C_Schulte_290621_260821_UMG_Fu_R1_10.raw.PG.Quantity	[3] C_Schulte_290621_260821_UMG_Fu_R1_11.raw.PG.Quantity	[4] C_Schulte_290621_260821_UMG_Fu_R1_12.raw.PG.Quantity	[5] C_Schulte_290621_260821_UMG_Fu_R1_13.raw.PG.Quantity	[6] C_Schulte_290621_260821_UMG_Fu_R1_14.raw.PG.Quantity	[7] C_Schulte_290621_260821_UMG_Fu_R1_15.raw.PG.Quantity	[8] C_Schulte_290621_260821_UMG_Fu_R1_16.raw.PG.Quantity	[9] C_Schulte_290621_260821_UMG_Fu_R1_17.raw.PG.Quantity	[10] C_Schulte_290621_260821_UMG_Fu_R1_18.raw.PG.Quantity	[11] C_Schulte_290621_260821_UMG_Fu_R1_19.raw.PG.Quantity	[12] C_Schulte_290621_260821_UMG_Fu_R1_2.raw.PG.Quantity	[13] C_Schulte_290621_260821_UMG_Fu_R1_20.raw.PG.Quantity	[14] C_Schulte_290621_260821_UMG_Fu_R1_21.raw.PG.Quantity	[15] C_Schulte_290621_260821_UMG_Fu_R1_22.raw.PG.Quantity	[16] C_Schulte_290621_260821_UMG_Fu_R1_23.raw.PG.Quantity	[17] C_Schulte_290621_260821_UMG_Fu_R1_24.raw.PG.Quantity	[18] C_Schulte_290621_260821_UMG_Fu_R1_25.raw.PG.Quantity	[19] C_Schulte_290621_260821_UMG_Fu_R1_26.raw.PG.Quantity	[20] C_Schulte_290621_260821_UMG_Fu_R1_27.raw.PG.Quantity	[21] C_Schulte_290621_260821_UMG_Fu_R1_28.raw.PG.Quantity	[22] C_Schulte_290621_260821_UMG_Fu_R1_29.raw.PG.Quantity	[23] C_Schulte_290621_260821_UMG_Fu_R1_3.raw.PG.Quantity	[24] C_Schulte_290621_260821_UMG_Fu_R1_30.raw.PG.Quantity	[25] C_Schulte_290621_260821_UMG_Fu_R1_31.raw.PG.Quantity	[26] C_Schulte_290621_260821_UMG_Fu_R1_32.raw.PG.Quantity	[27] C_Schulte_290621_260821_UMG_Fu_R1_33.raw.PG.Quantity	[28] C_Schulte_290621_260821_UMG_Fu_R1_34.raw.PG.Quantity	[29] C_Schulte_290621_260821_UMG_Fu_R1_35.raw.PG.Quantity	[30] C_Schulte_290621_260821_UMG_Fu_R1_36.raw.PG.Quantity	[31] C_Schulte_290621_260821_UMG_Fu_R1_37.raw.PG.Quantity	[32] C_Schulte_290621_260821_UMG_Fu_R1_38.raw.PG.Quantity	[33] C_Schulte_290621_260821_UMG_Fu_R1_39.raw.PG.Quantity	[34] C_Schulte_290621_260821_UMG_Fu_R1_4.raw.PG.Quantity	[35] C_Schulte_290621_260821_UMG_Fu_R1_40.raw.PG.Quantity	[36] C_Schulte_290621_260821_UMG_Fu_R1_5.raw.PG.Quantity	[37] C_Schulte_290621_260821_UMG_Fu_R1_6.raw.PG.Quantity	[38] C_Schulte_290621_260821_UMG_Fu_R1_7.raw.PG.Quantity	[39] C_Schulte_290621_260821_UMG_Fu_R1_8.raw.PG.Quantity	[40] C_Schulte_290621_260821_UMG_Fu_R1_9.raw.PG.Quantity	[41] C_Schulte_290621_260821_UMG_Fu_R2_1.raw.PG.Quantity	[42] C_Schulte_290621_260821_UMG_Fu_R2_10.raw.PG.Quantity	[43] C_Schulte_290621_260821_UMG_Fu_R2_11.raw.PG.Quantity	[44] C_Schulte_290621_260821_UMG_Fu_R2_12.raw.PG.Quantity	[45] C_Schulte_290621_260821_UMG_Fu_R2_13.raw.PG.Quantity	[46] C_Schulte_290621_260821_UMG_Fu_R2_14.raw.PG.Quantity	[47] C_Schulte_290621_260821_UMG_Fu_R2_15.raw.PG.Quantity	[48] C_Schulte_290621_260821_UMG_Fu_R2_16.raw.PG.Quantity	[49] C_Schulte_290621_260821_UMG_Fu_R2_17.raw.PG.Quantity	[50] C_Schulte_290621_260821_UMG_Fu_R2_18.raw.PG.Quantity	[51] C_Schulte_290621_260821_UMG_Fu_R2_19.raw.PG.Quantity	[52] C_Schulte_290621_260821_UMG_Fu_R2_2.raw.PG.Quantity	[53] C_Schulte_290621_260821_UMG_Fu_R2_20.raw.PG.Quantity	[54] C_Schulte_290621_260821_UMG_Fu_R2_21.raw.PG.Quantity	[55] C_Schulte_290621_260821_UMG_Fu_R2_22.raw.PG.Quantity	[56] C_Schulte_290621_260821_UMG_Fu_R2_23.raw.PG.Quantity	[57] C_Schulte_290621_260821_UMG_Fu_R2_24.raw.PG.Quantity	[58] C_Schulte_290621_260821_UMG_Fu_R2_25.raw.PG.Quantity	[59] C_Schulte_290621_260821_UMG_Fu_R2_26.raw.PG.Quantity	[60] C_Schulte_290621_260821_UMG_Fu_R2_27.raw.PG.Quantity	[61] C_Schulte_290621_260821_UMG_Fu_R2_28.raw.PG.Quantity	[62] C_Schulte_290621_260821_UMG_Fu_R2_29.raw.PG.Quantity	[63] C_Schulte_290621_260821_UMG_Fu_R2_3.raw.PG.Quantity	[64] C_Schulte_290621_260821_UMG_Fu_R2_30.raw.PG.Quantity	[65] C_Schulte_290621_260821_UMG_Fu_R2_31.raw.PG.Quantity	[66] C_Schulte_290621_260821_UMG_Fu_R2_32.raw.PG.Quantity	[67] C_Schulte_290621_260821_UMG_Fu_R2_33.raw.PG.Quantity	[68] C_Schulte_290621_260821_UMG_Fu_R2_34.raw.PG.Quantity	[69] C_Schulte_290621_260821_UMG_Fu_R2_35.raw.PG.Quantity	[70] C_Schulte_290621_260821_UMG_Fu_R2_36.raw.PG.Quantity	[71] C_Schulte_290621_260821_UMG_Fu_R2_37.raw.PG.Quantity	[72] C_Schulte_290621_260821_UMG_Fu_R2_38.raw.PG.Quantity	[73] C_Schulte_290621_260821_UMG_Fu_R2_39.raw.PG.Quantity	[74] C_Schulte_290621_260821_UMG_Fu_R2_4.raw.PG.Quantity	[75] C_Schulte_290621_260821_UMG_Fu_R2_40.raw.PG.Quantity	[76] C_Schulte_290621_260821_UMG_Fu_R2_5.raw.PG.Quantity	[77] C_Schulte_290621_260821_UMG_Fu_R2_6.raw.PG.Quantity	[78] C_Schulte_290621_260821_UMG_Fu_R2_7.raw.PG.Quantity	[79] C_Schulte_290621_260821_UMG_Fu_R2_8.raw.PG.Quantity	[80] C_Schulte_290621_260821_UMG_Fu_R2_9.raw.PG.Quantity
11	"NaN;NaN;49971.97;49971.97-2"	"A0A075B5P6;A0A075B6A0;P01872;P01872-2"	Ighm	Mus musculus	"Immunoglobulin heavy constant mu (Fragment);Immunoglobulin heavy constant mu (Fragment);Immunoglobulin heavy constant mu;Isoform 2 of Immunoglobulin heavy constant mu"	"A0A075B5P6_MOUSE;A0A075B6A0_MOUSE;IGHM_MOUSE;IGHM_MOUSE"	2504.49	4373.80	2715.32	3611.39	2022.87	3511.00	2604.65	2246.78	2969.08	3107.61	3244.52	6043.11	3761.44	2999.51	2196.47	2128.19	3142.42	2866.86	3140.59	2487.55	2875.96	2459.89	2982.03	2668.75	2618.12	3232.04	5597.08	3585.02	5350.03	6604.76	4047.18	3934.00	4399.01	4218.42	2249.87	4854.94	3290.59	4155.39	13715.41	8430.55	3131.54	3868.74	2832.31	3486.65	1948.52	3704.96	2417.53	2360.86	2681.33	3510.75	2691.88	6008.34	4308.02	2423.39	2461.82	3002.09	2740.28	3561.81	3219.77	2916.98	2721.28	3067.12	4968.46	2479.10	3298.42	2834.70	5344.73	2837.28	5463.12	6182.34	3612.13	5567.27	4975.05	3297.87	2849.01	2938.08	3467.32	2674.84	12081.52	8617.83
12	12794.75	A0A075B5Q2	Ighv5-9	Mus musculus	Immunoglobulin heavy variable 5-9 (Fragment)	A0A075B5Q2_MOUSE	3182.47	Filtered	Filtered	4637.99	Filtered	5795.16	4785.19	Filtered	Filtered	3169.37	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	3817.87	Filtered	Filtered	2882.05	Filtered	8019.24	Filtered	Filtered	Filtered	3226.77	Filtered	2343.59	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	31038.20	Filtered	Filtered	Filtered	Filtered	Filtered	4469.05	Filtered	4168.45	Filtered	5635.91	5375.95	4982.40	4290.03	Filtered	Filtered	Filtered	2606.82	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	6116.70	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	28502.61	Filtered	Filtered
13	"13351.21;13435.29"	"A0A075B5R3;A0A0A6YX91"	Ighv7-2	Mus musculus	"Immunoglobulin heavy variable 7-2;Immunoglobulin heavy variable 7-2 (Fragment)"	"A0A075B5R3_MOUSE;A0A0A6YX91_MOUSE"	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	122.11	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	36257.57	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	38330.96	Filtered	Filtered
14	"13293.07;13323.95;13354.24;12303.73"	"A0A075B5T3;A0A0A6YWS9;A0A0A6YX19;P01804"	"Ighv6-6;Ighv6-5;Ighv6-4;"	Mus musculus	"Immunoglobulin heavy variable 6-6 (Fragment);Immunoglobulin heavy variable V6-5 (Fragment);Immunoglobulin heavy variable V6-4 (Fragment);Ig heavy chain V-III region HPC76 (Fragment)"	"A0A075B5T3_MOUSE;A0A0A6YWS9_MOUSE;A0A0A6YX19_MOUSE;HVM35_MOUSE"	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	13896.43	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	15264.26	Filtered	Filtered
15	"10976.35;12946.71"	"A0A075B5X6;A0A0G2JFN9"	Ighv1-67	Mus musculus	"Immunoglobulin heavy variable V1-67;Immunoglobulin heavy variable V1-67 (Fragment)"	"A0A075B5X6_MOUSE;A0A0G2JFN9_MOUSE"	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	11044.93	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	11103.29	Filtered	Filtered
16	"98279.18;120798.45"	"A0A087WNM1;Q91Z67"	Srgap2	Mus musculus	SLIT-ROBO Rho GTPase-activating protein 2	"A0A087WNM1_MOUSE;SRGP2_MOUSE"	3496.86	3233.94	4697.37	3703.53	3117.95	2622.24	3637.27	3937.38	4850.02	4288.60	4243.58	1958.84	2057.77	1549.33	2640.66	2133.88	1706.84	1629.88	2868.23	1474.96	2093.11	2858.78	3139.44	3084.08	1026.79	2734.14	1153.83	4440.69	3398.82	5427.60	5519.63	3003.60	652.68	2161.78	3097.32	1.60	2795.39	1415.47	2824.53	2973.14	3810.35	3509.36	2089.48	3065.91	3736.55	2358.04	3844.06	4646.38	4592.64	4309.77	3449.57	2971.22	3161.97	850.35	2699.77	1986.22	1.00	1463.92	2957.85	1756.32	2021.83	2318.77	Filtered	2868.31	2447.61	2516.99	4068.32	3781.48	Filtered	3319.05	5075.44	4255.04	2292.62	2911.95	3458.17	Filtered	3302.93	1035.20	2457.78	Filtered
17	"14939.68;10657;12473.16"	"A0A087WNT1;A0A087WQE6;P83940"	Eloc	Mus musculus	"Elongin-C;Elongin-C (Fragment);Elongin-C"	"A0A087WNT1_MOUSE;A0A087WQE6_MOUSE;ELOC_MOUSE"	1060.78	Filtered	Filtered	2208.29	1317.62	963.94	1384.18	1394.44	2342.43	1652.00	2076.02	1077.28	Filtered	1332.95	1429.45	1406.16	1855.19	1712.63	1466.47	1250.93	2644.37	1889.77	1288.76	1133.51	1.00	1076.55	Filtered	1217.06	1804.48	Filtered	1027.88	515.23	Filtered	1021.36	1089.84	1699.58	1379.05	4221.72	1115.19	1.00	815.60	1301.42	1132.19	1499.47	526.70	1140.17	1433.91	1462.12	2751.40	1810.76	1430.78	796.30	1068.01	1017.34	1874.23	1242.68	1151.63	1400.76	1416.06	1440.32	2874.59	821.67	1.33	927.18	587.47	1580.82	Filtered	844.65	Filtered	1.72	1785.86	1336.39	Filtered	601.35	1061.43	1.20	2184.82	3492.69	1476.74	1.36
18	"53974.67;NaN;55679.6;58042.84;58042.84-1;58042.84-3"	"A0A087WNV1;A0A087WR52;A0A087WSR7;Q8K2K6;Q8K2K6-1;Q8K2K6-3"	Agfg1	Mus musculus	"Arf-GAP domain and FG repeat-containing protein 1;Arf-GAP domain and FG repeat-containing protein 1 (Fragment);Arf-GAP domain and FG repeat-containing protein 1;Arf-GAP domain and FG repeat-containing protein 1;Isoform 1 of Arf-GAP domain and FG repeat-containing protein 1;Isoform 3 of Arf-GAP domain and FG repeat-containing protein 1"	"A0A087WNV1_MOUSE;A0A087WR52_MOUSE;A0A087WSR7_MOUSE;AGFG1_MOUSE;AGFG1_MOUSE;AGFG1_MOUSE"	5515.68	5990.78	4842.36	4612.55	5969.04	5231.56	5554.70	4579.85	3711.86	3883.31	3897.52	4626.18	6497.88	5428.97	5216.87	5884.87	5731.42	6173.89	4915.66	6050.34	7191.74	5628.68	6480.17	6923.87	6008.14	6006.97	8022.62	4344.04	7896.35	4864.39	4336.20	5182.30	6815.80	4868.85	4981.41	6274.50	5534.73	5229.27	5411.67	6843.52	5519.23	7284.41	5435.23	4331.01	5937.29	4501.25	4979.94	4422.45	3672.94	3637.60	4169.25	4390.26	5885.08	6511.12	5121.60	5522.16	5671.94	5823.59	4922.80	5823.25	8492.17	6321.86	6334.72	5328.25	7377.94	6889.27	6775.22	4397.69	5738.36	4517.58	7420.44	6755.80	8137.35	4491.54	4906.19	6762.26	6204.09	4851.29	4087.58	5704.71
19	"143147.94;147031.23;140338.7;146537.54;143743.56;149942.4;145850.82;143249.87;137635.81;141040.67;143641.63;146435.61;146344.51;140546.98;143951.84;140923.48;152543.35"	"A0A087WNW3;A0A087WP14;A0A087WP48;A0A087WP85;A0A087WPW5;A0A087WPX0;A0A087WQ25;A0A087WQD0;A0A087WQF8;A0A087WQG4;A0A087WQI3;A0A087WQQ5;A0A087WRS1;A0A087WS04;A0A087WS23;A0A087WS29;F8VQC7"	Ktn1	Mus musculus	Kinectin	"A0A087WNW3_MOUSE;A0A087WP14_MOUSE;A0A087WP48_MOUSE;A0A087WP85_MOUSE;A0A087WPW5_MOUSE;A0A087WPX0_MOUSE;A0A087WQ25_MOUSE;A0A087WQD0_MOUSE;A0A087WQF8_MOUSE;A0A087WQG4_MOUSE;A0A087WQI3_MOUSE;A0A087WQQ5_MOUSE;A0A087WRS1_MOUSE;A0A087WS04_MOUSE;A0A087WS23_MOUSE;A0A087WS29_MOUSE;F8VQC7_MOUSE"	1019.87	Filtered	1239.44	928.49	580.47	1129.89	2062.01	1401.21	1983.20	2152.46	1527.91	468.71	Filtered	280.41	861.57	160.98	Filtered	Filtered	1162.90	295.68	1377.87	1021.06	Filtered	948.24	799.21	1522.97	Filtered	651.10	Filtered	Filtered	1380.41	1008.19	Filtered	1331.16	Filtered	Filtered	952.17	3627.73	1428.33	Filtered	759.07	358.82	844.23	1258.45	322.22	434.40	1128.89	1653.96	1895.91	2188.86	1851.45	906.39	1092.10	Filtered	847.71	691.59	475.47	947.76	1014.32	442.87	920.68	1142.55	670.61	975.28	Filtered	637.92	Filtered	1030.72	Filtered	Filtered	1405.17	1335.72	1.00	Filtered	613.89	Filtered	951.10	2640.94	Filtered	Filtered
20	"220661.17;94901.18;224127.96"	"A0A087WNZ7;A0A087WRV6;G5E870"	Trip12	Mus musculus	"E3 ubiquitin-protein ligase TRIP12;E3 ubiquitin-protein ligase TRIP12 (Fragment);E3 ubiquitin-protein ligase TRIP12"	"A0A087WNZ7_MOUSE;A0A087WRV6_MOUSE;TRIPC_MOUSE"	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	5234.79	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	5025.93	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	9992.73	6961.11	Filtered	4622.55	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	5981.18	4412.64	3688.92	Filtered	Filtered	Filtered	Filtered	4447.87	Filtered	6351.30	Filtered	Filtered	6477.38	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	11403.45	6736.52	Filtered
21	"56620.39;58136.18;58457.55;52274.59;53823.34;57290.13;50185.3;52915.18;54531.09"	"A0A087WNZ9;A0A087WPC4;A0A087WPD1;A0A087WPW1;A0A087WQG6;A0A087WRP8;A0A087WSJ9;F6WDS8;Q9Z2H2"	Rgs6	Mus musculus	"Regulator of G-protein-signaling 6;Regulator of G-protein-signaling 6 (Fragment);Regulator of G-protein-signaling 6;Regulator of G-protein-signaling 6;Regulator of G-protein-signaling 6;Regulator of G-protein-signaling 6 (Fragment);Regulator of G-protein-signaling 6;Regulator of G-protein-signaling 6;Regulator of G-protein signaling 6"	"A0A087WNZ9_MOUSE;A0A087WPC4_MOUSE;A0A087WPD1_MOUSE;A0A087WPW1_MOUSE;A0A087WQG6_MOUSE;A0A087WRP8_MOUSE;A0A087WSJ9_MOUSE;F6WDS8_MOUSE;RGS6_MOUSE"	12512.37	14431.52	13950.53	14752.80	17452.00	19640.20	14097.64	12946.85	11917.43	12946.86	11868.42	14444.34	15525.80	21769.94	19686.88	16773.02	27515.97	24712.70	20600.27	25574.72	25362.05	21831.71	12766.37	16140.33	16428.65	12687.07	17037.72	15164.35	18597.43	17716.04	13972.04	20450.52	17673.46	17633.65	17673.90	15562.81	14869.73	12842.63	13597.73	14813.02	13764.87	15820.12	14476.06	15048.39	16603.60	19675.35	14659.23	13173.99	12045.26	12737.96	12446.07	14603.15	15480.87	20830.32	19346.53	16889.72	28302.11	23825.73	20967.83	24916.65	24659.05	20546.85	14922.43	15889.14	15228.66	13354.41	17414.63	15433.62	20756.01	17654.76	14714.13	19886.89	18401.44	18134.79	17570.22	18873.53	15389.91	12883.98	13586.00	15063.50
22	"NaN;NaN;60342.93"	"A0A087WP00;A0A087WQ46;Q6DFW4"	Nop58	Mus musculus	"Nucleolar protein 58 (Fragment);Nucleolar protein 58 (Fragment);Nucleolar protein 58"	"A0A087WP00_MOUSE;A0A087WQ46_MOUSE;NOP58_MOUSE"	1.00	Filtered	Filtered	Filtered	Filtered	1.00	1.00	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	1.00	Filtered	1.00	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.68	Filtered	Filtered	Filtered	Filtered	3546.42	Filtered	Filtered	19968.78	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	10991.53	25622.24	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	20990.72	Filtered	Filtered	Filtered	3781.90	18453.66	Filtered
23	"14948.24;18398.08;15896.28;20629.7;22450.76"	"A0A087WP24;A0A087WPF8;A0A087WRJ2;A0A087WSR2;E9QN99"	Abhd14b	Mus musculus	"Protein ABHD14B (Fragment);Protein ABHD14B (Fragment);Protein ABHD14B (Fragment);Protein ABHD14B (Fragment);Protein ABHD14B"	"A0A087WP24_MOUSE;A0A087WPF8_MOUSE;A0A087WRJ2_MOUSE;A0A087WSR2_MOUSE;E9QN99_MOUSE"	4681.25	6300.21	6556.42	5490.45	5125.58	5437.91	4611.16	5336.02	4602.87	4688.00	5789.23	5581.92	3966.18	5645.70	3732.68	4255.96	3688.20	3812.25	3892.99	3563.34	7941.35	4301.70	6663.99	4280.62	4605.01	6799.82	10531.59	3883.80	11481.36	10248.67	5396.88	6879.63	5590.52	7499.78	4945.51	5026.84	4816.89	7739.68	3737.58	4744.74	3582.66	7706.85	6335.69	4557.05	7700.72	5569.23	5424.74	5329.16	4490.53	5085.11	7619.80	6905.93	6038.38	5433.87	3846.29	5044.41	3869.58	4261.66	4281.82	4564.88	7785.94	4254.34	11988.46	4586.00	5386.07	7171.78	7026.62	4682.44	6303.76	6116.09	4644.67	5489.14	7890.01	4111.50	4299.25	8765.69	6471.21	6443.28	3499.77	7381.50
24	"NaN;NaN;94425.13"	"A0A087WP33;A0A087WPL8;Q3ZAQ4"	Atg9a	Mus musculus	"Autophagy-related protein 9 (Fragment);Autophagy-related protein 9 (Fragment);Autophagy-related protein 9"	"A0A087WP33_MOUSE;A0A087WPL8_MOUSE;Q3ZAQ4_MOUSE"	1770.86	Filtered	Filtered	1432.68	646.62	1030.39	1678.30	1862.48	2693.69	2600.40	1833.03	1195.33	983.29	Filtered	1419.98	1144.94	591.13	1089.52	2077.70	1513.14	Filtered	1615.31	Filtered	1553.18	834.36	1927.09	Filtered	2085.39	Filtered	Filtered	2893.40	1136.61	Filtered	1460.80	1661.27	Filtered	1752.56	2378.79	1201.16	Filtered	1073.17	1981.86	Filtered	1406.33	927.23	1270.63	1528.56	1890.70	2365.52	2628.48	1548.51	797.62	Filtered	Filtered	1444.05	736.76	428.87	679.65	1464.57	1045.28	Filtered	1202.97	Filtered	1862.69	1643.68	1800.18	Filtered	1951.83	Filtered	1039.02	1873.85	576.70	Filtered	1120.82	1927.11	Filtered	1699.87	3998.55	1167.28	Filtered
25	"39357.6;37310.4;38086.2"	"A0A087WP80;Q3TYE5;Q8BLK3"	Lsamp	Mus musculus	Limbic system-associated membrane protein	"A0A087WP80_MOUSE;Q3TYE5_MOUSE;LSAMP_MOUSE"	29129.61	32717.63	27295.37	28936.85	24731.96	28091.11	38828.82	35505.70	42244.45	46145.66	44201.27	23116.03	24654.79	20130.39	22516.62	25478.41	16634.45	18736.21	34468.28	20226.65	22610.16	24797.35	27892.52	26815.39	27546.10	42030.08	26661.22	29542.80	35825.80	31415.23	36151.28	23431.20	16588.55	28172.12	24301.47	23411.39	28403.53	16603.63	30394.27	23810.21	28832.58	34980.93	28720.80	30329.27	26307.61	27393.21	39631.12	32996.96	44995.71	44590.68	50222.80	23894.03	27430.51	24022.33	21739.96	23992.05	15988.45	18687.77	34214.73	19708.62	25398.50	29411.57	35054.71	26905.79	26865.21	41725.75	30418.94	29753.77	35720.43	32172.46	36063.97	24562.21	27227.86	27034.00	24864.24	22220.89	30158.47	16189.63	30065.17	25912.77
26	"6491.39;10721.51;15026.18;12254.09"	"A0A087WP98;A0A087WPN6;A0A087WQN2;P26350"	Ptma	Mus musculus	"Prothymosin alpha;Prothymosin alpha;Prothymosin alpha (Fragment);Prothymosin alpha"	"A0A087WP98_MOUSE;A0A087WPN6_MOUSE;A0A087WQN2_MOUSE;PTMA_MOUSE"	14412.47	17880.41	20520.79	10196.41	12905.05	11189.27	9767.10	6802.54	5762.25	4965.95	10606.04	13566.16	16844.33	14486.19	6214.07	8446.63	6798.54	12419.53	5199.23	9260.31	10906.27	11480.57	26344.09	10768.71	15857.65	14857.46	25062.01	11615.42	27673.38	23301.49	11819.93	18758.51	23792.72	16612.69	9372.19	22776.62	10563.71	27767.58	14575.60	28007.78	17194.87	17771.79	21933.65	10140.66	12388.23	10142.98	10389.11	6636.28	5732.40	6142.62	10447.25	12423.20	18785.14	18340.22	7201.07	9170.79	6984.47	14462.28	5939.90	9936.58	10222.34	12799.85	28730.41	10695.14	19841.26	13086.02	26423.75	13367.62	31234.63	27608.51	11327.04	21999.15	43788.10	16302.60	9695.78	21362.64	9574.97	29153.68	14542.23	28780.25
27	"149619;149690.08"	"A0A087WPL5;E9QNN1"	Dhx9	Mus musculus	ATP-dependent RNA helicase A	"A0A087WPL5_MOUSE;E9QNN1_MOUSE"	4314.42	3815.64	5118.63	3764.54	2812.53	3527.63	4588.11	5114.10	5133.49	5003.07	5365.85	4011.58	3725.91	2474.88	3069.12	1969.65	2619.91	2229.98	3203.74	1918.89	4487.25	3661.49	5156.66	4653.62	5241.83	4940.65	6380.92	4640.22	7112.35	5674.33	5674.80	8101.91	4553.17	5411.23	4249.91	2577.05	4126.29	25270.53	5991.69	2508.22	5513.73	3381.30	4107.93	3813.54	4325.75	4714.20	4691.11	4584.60	4970.12	5173.17	5688.49	4095.89	4275.85	2362.54	2945.06	4730.79	2191.49	3835.89	4547.14	1884.85	3328.74	2314.97	3991.72	4990.72	6192.07	5063.13	4604.39	4125.81	6255.87	6032.23	5725.04	7196.43	4986.85	3378.67	3868.81	7157.64	4197.90	31228.69	7371.43	3906.20
28	"52482.86;49359.07;49387.16;52900.14;52840.04"	"A0A087WPP8;A0A087WRS3;P62484;Q6AXD2;Q6AXH6"	Abi2	Mus musculus	"Abl interactor 2;Abl interactor 2;Abl interactor 2;Abi2 protein;Abi2 protein"	"A0A087WPP8_MOUSE;A0A087WRS3_MOUSE;ABI2_MOUSE;Q6AXD2_MOUSE;Q6AXH6_MOUSE"	12678.18	14472.67	14562.54	15168.77	13876.93	12932.88	17322.00	16598.02	19081.02	18571.55	20593.44	12879.97	13398.71	9565.37	12693.46	11637.05	9107.19	9209.66	13883.20	9175.10	10813.45	12688.08	17264.32	14808.31	14590.58	18174.17	17310.19	18229.26	21542.05	20211.25	18889.28	15335.21	16822.67	11098.47	17407.81	13498.88	14745.83	11741.83	15754.07	15420.57	13302.47	15818.49	14093.29	14454.14	14861.43	12624.83	18608.08	17071.72	19913.56	18647.82	19875.78	13575.52	14307.19	10127.03	12401.41	11240.61	8674.31	9423.37	14073.75	9239.88	13710.85	13045.30	22911.59	14685.82	12642.33	18059.61	21019.20	18936.27	25916.81	19667.20	20069.69	19433.87	17897.87	12660.17	16755.03	14048.39	13675.16	10465.93	14270.51	10194.28
